time	soil_rechr(1)	soil_rechr(2)
42947.97917	0	0
42947.98958	0	0
42948	0	0
42948.01042	0	0
42948.02083	0	0
42948.03125	0	0
42948.04167	0	0
42948.05208	0	0
42948.0625	0	0
42948.07292	0	0
42948.08333	0	0
42948.09375	0	0
42948.10417	0	0
42948.11458	0	0
42948.125	0	0
42948.13542	0	0
42948.14583	0	0
42948.15625	0	0
42948.16667	0	0
42948.17708	0	0
42948.1875	0	0
42948.19792	0	0
42948.20833	0	0
42948.21875	0	0
42948.22917	0	0
42948.23958	0	0
42948.25	0	0
42948.26042	0	0
42948.27083	0	0
42948.28125	0	0
42948.29167	0	0
42948.30208	0	0
42948.3125	0	0
42948.32292	0	0
42948.33333	0	0
42948.34375	0	0
42948.35417	0	0
42948.36458	0	0
42948.375	0	0
42948.38542	0	0
42948.39583	0	0
42948.40625	0	0
42948.41667	0	0
42948.42708	0	0
42948.4375	0	0
42948.44792	0	0
42948.45833	0	0
42948.46875	0	0
42948.47917	0	0
42948.48958	0	0
42948.5	0	0
42948.51042	0	0
42948.52083	0	0
42948.53125	0	0
42948.54167	0	0
42948.55208	0	0
42948.5625	0	0
42948.57292	0	0
42948.58333	0	0
42948.59375	0	0
42948.60417	0	0
42948.61458	0	0
42948.625	0	0
42948.63542	0	0
42948.64583	0	0
42948.65625	0	0
42948.66667	0	0
42948.67708	0	0
42948.6875	0	0
42948.69792	0	0
42948.70833	0	0
42948.71875	0	0
42948.72917	0	0
42948.73958	0	0
42948.75	0	0
42948.76042	0	0
42948.77083	0	0
42948.78125	0	0
42948.79167	0	0
42948.80208	0	0
42948.8125	0	0
42948.82292	0	0
42948.83333	0	0
42948.84375	0	0
42948.85417	0	0
42948.86458	0	0
42948.875	0	0
42948.88542	0	0
42948.89583	0	0
42948.90625	0	0
42948.91667	0	0
42948.92708	0	0
42948.9375	0	0
42948.94792	0	0
42948.95833	0	0
42948.96875	0	0
42948.97917	0	0
42948.98958	0	0
42949	0	0
42949.01042	0	0
42949.02083	0	0
42949.03125	0	0
42949.04167	0	0
42949.05208	0	0
42949.0625	0	0
42949.07292	0	0
42949.08333	0	0
42949.09375	0	0
42949.10417	0	0
42949.11458	0	0
42949.125	0	0
42949.13542	0	0
42949.14583	0	0
42949.15625	0	0
42949.16667	0	0
42949.17708	0	0
42949.1875	0	0
42949.19792	0	0
42949.20833	0	0
42949.21875	0	0
42949.22917	0	0
42949.23958	0	0
42949.25	0	0
42949.26042	0	0
42949.27083	0	0
42949.28125	0	0
42949.29167	0	0
42949.30208	0	0
42949.3125	0	0
42949.32292	0	0
42949.33333	0	0
42949.34375	0	0
42949.35417	0	0
42949.36458	0	0
42949.375	0	0
42949.38542	0	0
42949.39583	0	0
42949.40625	0	0
42949.41667	0	0
42949.42708	0	0
42949.4375	0	0
42949.44792	0	0
42949.45833	0	0
42949.46875	0	0
42949.47917	0	0
42949.48958	0	0
42949.5	0	0
42949.51042	0	0
42949.52083	0	0
42949.53125	0	0
42949.54167	0	0
42949.55208	0	0
42949.5625	0	0
42949.57292	0	0
42949.58333	0	0
42949.59375	0	0
42949.60417	0	0
42949.61458	0	0
42949.625	0	0
42949.63542	0	0
42949.64583	0	0
42949.65625	0	0
42949.66667	0	0
42949.67708	0	0
42949.6875	0	0
42949.69792	0	0
42949.70833	0	0
42949.71875	0	0
42949.72917	0	0
42949.73958	0	0
42949.75	0	0
42949.76042	0	0
42949.77083	0	0
42949.78125	0	0
42949.79167	0	0
42949.80208	0	0
42949.8125	0	0
42949.82292	0	0
42949.83333	0	0
42949.84375	0	0
42949.85417	0	0
42949.86458	0	0
42949.875	0	0
42949.88542	0	0
42949.89583	0	0
42949.90625	0	0
42949.91667	0	0
42949.92708	0	0
42949.9375	0	0
42949.94792	0	0
42949.95833	0	0
42949.96875	0	0
42949.97917	0	0
42949.98958	0	0
42950	0	0
42950.01042	0	0
42950.02083	0	0
42950.03125	0	0
42950.04167	0	0
42950.05208	0	0
42950.0625	0	0
42950.07292	0	0
42950.08333	0	0
42950.09375	0	0
42950.10417	0	0
42950.11458	0	0
42950.125	0	0
42950.13542	0	0
42950.14583	0	0
42950.15625	0	0
42950.16667	0	0
42950.17708	0	0
42950.1875	0	0
42950.19792	0	0
42950.20833	0	0
42950.21875	0	0
42950.22917	0	0
42950.23958	0	0
42950.25	0	0
42950.26042	0	0
42950.27083	0	0
42950.28125	0	0
42950.29167	0	0
42950.30208	0	0
42950.3125	0	0
42950.32292	0	0
42950.33333	0	0
42950.34375	0	0
42950.35417	0	0
42950.36458	0	0
42950.375	0	0
42950.38542	0	0
42950.39583	0	0
42950.40625	0	0
42950.41667	0	0
42950.42708	0	0
42950.4375	0	0
42950.44792	0	0
42950.45833	0	0
42950.46875	0	0
42950.47917	0	0
42950.48958	0	0
42950.5	0	0
42950.51042	0	0
42950.52083	0	0
42950.53125	0	0
42950.54167	0	0
42950.55208	0	0
42950.5625	0	0
42950.57292	0	0
42950.58333	0	0
42950.59375	0	0
42950.60417	0	0
42950.61458	0	0
42950.625	0	0
42950.63542	0	0
42950.64583	0	0
42950.65625	0	0
42950.66667	0	0
42950.67708	0	0
42950.6875	0	0
42950.69792	0	0
42950.70833	0	0
42950.71875	0	0
42950.72917	0	0
42950.73958	0	0
42950.75	0	0
42950.76042	0	0
42950.77083	0	0
42950.78125	0	0
42950.79167	0	0
42950.80208	0	0
42950.8125	0	0
42950.82292	0	0
42950.83333	0	0
42950.84375	0	0
42950.85417	0	0
42950.86458	0	0
42950.875	0	0
42950.88542	0	0
42950.89583	0	0
42950.90625	0	0
42950.91667	0	0
42950.92708	0	0
42950.9375	0	0
42950.94792	0	0
42950.95833	0	0
42950.96875	0	0
42950.97917	0	0
42950.98958	0	0
42951	0	0
42951.01042	0	0
42951.02083	0	0
42951.03125	0	0
42951.04167	0	0
42951.05208	0	0
42951.0625	0	0
42951.07292	0	0
42951.08333	0	0
42951.09375	0	0
42951.10417	0	0
42951.11458	0	0
42951.125	0	0
42951.13542	0	0
42951.14583	0	0
42951.15625	0	0
42951.16667	0	0
42951.17708	0	0
42951.1875	0	0
42951.19792	0	0
42951.20833	0	0
42951.21875	0	0
42951.22917	0	0
42951.23958	0	0
42951.25	0	0
42951.26042	0	0
42951.27083	0	0
42951.28125	0	0
42951.29167	0	0
42951.30208	0	0
42951.3125	0	0
42951.32292	0	0
42951.33333	0	0
42951.34375	0	0
42951.35417	0	0
42951.36458	0	0
42951.375	0	0
42951.38542	0	0
42951.39583	0	0
42951.40625	0	0
42951.41667	0	0
42951.42708	0	0
42951.4375	0	0
42951.44792	0	0
42951.45833	0	0
42951.46875	0	0
42951.47917	0	0
42951.48958	0	0
42951.5	0	0
42951.51042	0	0
42951.52083	0	0
42951.53125	0	0
42951.54167	0	0
42951.55208	0	0
42951.5625	0	0
42951.57292	0	0
42951.58333	0	0
42951.59375	0	0
42951.60417	0	0
42951.61458	0	0
42951.625	0	0
42951.63542	0	0
42951.64583	0	0
42951.65625	0	0
42951.66667	0	0
42951.67708	0	0
42951.6875	0	0
42951.69792	0	0
42951.70833	0	0
42951.71875	0	0
42951.72917	0	0
42951.73958	0	0
42951.75	0	0
42951.76042	0	0
42951.77083	0	0
42951.78125	0	0
42951.79167	0	0
42951.80208	0	0
42951.8125	0	0
42951.82292	0	0
42951.83333	0	0
42951.84375	0	0
42951.85417	0	0
42951.86458	0	0
42951.875	0	0
42951.88542	0	0
42951.89583	0	0
42951.90625	0	0
42951.91667	0	0
42951.92708	0	0
42951.9375	0	0
42951.94792	0	0
42951.95833	0	0
42951.96875	0	0
42951.97917	0	0
42951.98958	0	0
42952	0	0
42952.01042	0	0
42952.02083	0	0
42952.03125	0	0
42952.04167	0	0
42952.05208	0	0
42952.0625	0	0
42952.07292	0	0
42952.08333	0	0
42952.09375	0	0
42952.10417	0	0
42952.11458	0	0
42952.125	0	0
42952.13542	0	0
42952.14583	0	0
42952.15625	0	0
42952.16667	0	0
42952.17708	0	0
42952.1875	0	0
42952.19792	0	0
42952.20833	0	0
42952.21875	0	0
42952.22917	0	0
42952.23958	0	0
42952.25	0	0
42952.26042	0	0
42952.27083	0	0
42952.28125	0	0
42952.29167	0	0
42952.30208	0	0
42952.3125	0	0
42952.32292	0	0
42952.33333	0	0
42952.34375	0	0
42952.35417	0	0
42952.36458	0	0
42952.375	0	0
42952.38542	0	0
42952.39583	0	0
42952.40625	0	0
42952.41667	0	0
42952.42708	0	0
42952.4375	0	0
42952.44792	0	0
42952.45833	0	0
42952.46875	0	0
42952.47917	0	0
42952.48958	0	0
42952.5	0	0
42952.51042	0	0
42952.52083	0	0
42952.53125	0	0
42952.54167	0	0
42952.55208	0	0
42952.5625	0	0
42952.57292	0	0
42952.58333	0	0
42952.59375	0	0
42952.60417	0	0
42952.61458	0	0
42952.625	0	0
42952.63542	0	0
42952.64583	0	0
42952.65625	0	0
42952.66667	0	0
42952.67708	0	0
42952.6875	0	0
42952.69792	0	0
42952.70833	0	0
42952.71875	0	0
42952.72917	0	0
42952.73958	0	0
42952.75	0	0
42952.76042	0	0
42952.77083	0	0
42952.78125	0	0
42952.79167	0	0
42952.80208	0	0
42952.8125	0	0
42952.82292	0	0
42952.83333	0	0
42952.84375	0	0
42952.85417	0	0
42952.86458	0	0
42952.875	0	0
42952.88542	0	0
42952.89583	0	0
42952.90625	0	0
42952.91667	0	0
42952.92708	0	0
42952.9375	0	0
42952.94792	0	0
42952.95833	0	0
42952.96875	0	0
42952.97917	0	0
42952.98958	0	0
42953	0	0
42953.01042	0	0
42953.02083	0	0
42953.03125	0	0
42953.04167	0	0
42953.05208	0	0
42953.0625	0	0
42953.07292	0	0
42953.08333	0	0
42953.09375	0	0
42953.10417	0	0
42953.11458	0	0
42953.125	0	0
42953.13542	0	0
42953.14583	0	0
42953.15625	0	0
42953.16667	0	0
42953.17708	0	0
42953.1875	0	0
42953.19792	0	0
42953.20833	0	0
42953.21875	0	0
42953.22917	0	0
42953.23958	0	0
42953.25	0	0
42953.26042	0	0
42953.27083	0	0
42953.28125	0	0
42953.29167	0	0
42953.30208	0	0
42953.3125	0	0
42953.32292	0	0
42953.33333	0	0
42953.34375	0	0
42953.35417	0	0
42953.36458	0	0
42953.375	0	0
42953.38542	0	0
42953.39583	0	0
42953.40625	0	0
42953.41667	0	0
42953.42708	0	0
42953.4375	0	0
42953.44792	0	0
42953.45833	0	0
42953.46875	0	0
42953.47917	0	0
42953.48958	0	0
42953.5	0	0
42953.51042	0	0
42953.52083	0	0
42953.53125	0	0
42953.54167	0	0
42953.55208	0	0
42953.5625	0	0
42953.57292	0	0
42953.58333	0	0
42953.59375	0	0
42953.60417	0	0
42953.61458	0	0
42953.625	0	0
42953.63542	0	0
42953.64583	0	0
42953.65625	0	0
42953.66667	0	0
42953.67708	0	0
42953.6875	0	0
42953.69792	0	0
42953.70833	0	0
42953.71875	0	0
42953.72917	0	0
42953.73958	0	0
42953.75	0	0
42953.76042	0	0
42953.77083	0	0
42953.78125	0	0
42953.79167	0	0
42953.80208	0	0
42953.8125	0	0
42953.82292	0	0
42953.83333	0	0
42953.84375	0	0
42953.85417	0	0
42953.86458	0	0
42953.875	0	0
42953.88542	0	0
42953.89583	0	0
42953.90625	0	0
42953.91667	0	0
42953.92708	0	0
42953.9375	0	0
42953.94792	0	0
42953.95833	0	0
42953.96875	0	0
42953.97917	0	0
42953.98958	0	0
42954	0	0
42954.01042	0	0
42954.02083	0	0
42954.03125	0	0
42954.04167	0	0
42954.05208	0	0
42954.0625	0	0
42954.07292	0	0
42954.08333	0	0
42954.09375	0	0
42954.10417	0	0
42954.11458	0	0
42954.125	0	0
42954.13542	0	0
42954.14583	0	0
42954.15625	0	0
42954.16667	0	0
42954.17708	0	0
42954.1875	0	0
42954.19792	0	0
42954.20833	0	0
42954.21875	0	0
42954.22917	0	0
42954.23958	0	0
42954.25	0	0
42954.26042	0	0
42954.27083	0	0
42954.28125	0	0
42954.29167	0	0
42954.30208	0	0
42954.3125	0	0
42954.32292	0	0
42954.33333	0	0
42954.34375	0	0
42954.35417	0	0
42954.36458	0	0
42954.375	0	0
42954.38542	0	0
42954.39583	0	0
42954.40625	0	0
42954.41667	0	0
42954.42708	0	0
42954.4375	0	0
42954.44792	0	0
42954.45833	0	0
42954.46875	0	0
42954.47917	0	0
42954.48958	0	0
42954.5	0	0
42954.51042	0	0
42954.52083	0	0
42954.53125	0	0
42954.54167	0	0
42954.55208	0	0
42954.5625	0	0
42954.57292	0	0
42954.58333	0	0
42954.59375	0	0
42954.60417	0	0
42954.61458	0	0
42954.625	0	0
42954.63542	0	0
42954.64583	0	0
42954.65625	0	0
42954.66667	0	0
42954.67708	0	0
42954.6875	0	0
42954.69792	0	0
42954.70833	0	0
42954.71875	0	0
42954.72917	0	0
42954.73958	0	0
42954.75	0	0
42954.76042	0	0
42954.77083	0	0
42954.78125	0	0
42954.79167	0	0
42954.80208	0	0
42954.8125	0	0
42954.82292	0	0
42954.83333	0	0
42954.84375	0	0
42954.85417	0	0
42954.86458	0	0
42954.875	0	0
42954.88542	0	0
42954.89583	0	0
42954.90625	0	0
42954.91667	0	0
42954.92708	0	0
42954.9375	0	0
42954.94792	0	0
42954.95833	0	0
42954.96875	0	0
42954.97917	0	0
42954.98958	0	0
42955	0	0
42955.01042	0	0
42955.02083	0	0
42955.03125	0	0
42955.04167	0	0
42955.05208	0	0
42955.0625	0	0
42955.07292	0	0
42955.08333	0	0
42955.09375	0	0
42955.10417	0	0
42955.11458	0	0
42955.125	0	0
42955.13542	0	0
42955.14583	0	0
42955.15625	0	0
42955.16667	0	0
42955.17708	0	0
42955.1875	0	0
42955.19792	0	0
42955.20833	0	0
42955.21875	0	0
42955.22917	0	0
42955.23958	0	0
42955.25	0	0
42955.26042	0	0
42955.27083	0	0
42955.28125	0	0
42955.29167	0	0
42955.30208	0	0
42955.3125	0	0
42955.32292	0	0
42955.33333	0	0
42955.34375	0	0
42955.35417	0	0
42955.36458	0	0
42955.375	0	0
42955.38542	0	0
42955.39583	0	0
42955.40625	0	0
42955.41667	0	0
42955.42708	0	0
42955.4375	0	0
42955.44792	0	0
42955.45833	0	0
42955.46875	0	0
42955.47917	0	0
42955.48958	0	0
42955.5	0	0
42955.51042	0	0
42955.52083	0	0
42955.53125	0	0
42955.54167	0	0
42955.55208	0	0
42955.5625	0	0
42955.57292	0	0
42955.58333	0	0
42955.59375	0	0
42955.60417	0	0
42955.61458	0	0
42955.625	0	0
42955.63542	0	0
42955.64583	0	0
42955.65625	0	0
42955.66667	0	0
42955.67708	0	0
42955.6875	0	0
42955.69792	0	0
42955.70833	0	0
42955.71875	0	0
42955.72917	0	0
42955.73958	0	0
42955.75	0	0
42955.76042	0	0
42955.77083	0	0
42955.78125	0	0
42955.79167	0	0
42955.80208	0	0
42955.8125	0	0
42955.82292	0	0
42955.83333	0	0
42955.84375	0	0
42955.85417	0	0
42955.86458	0	0
42955.875	0	0
42955.88542	0	0
42955.89583	0	0
42955.90625	0	0
42955.91667	0	0
42955.92708	0	0
42955.9375	0	0
42955.94792	0	0
42955.95833	0	0
42955.96875	0	0
42955.97917	0	0
42955.98958	0	0
42956	0	0
42956.01042	0	0
42956.02083	0	0
42956.03125	0	0
42956.04167	0	0
42956.05208	0	0
42956.0625	0	0
42956.07292	0	0
42956.08333	0	0
42956.09375	0	0
42956.10417	0	0
42956.11458	0	0
42956.125	0	0
42956.13542	0	0
42956.14583	0	0
42956.15625	0	0
42956.16667	0	0
42956.17708	0	0
42956.1875	0	0
42956.19792	0	0
42956.20833	0	0
42956.21875	0	0
42956.22917	0	0
42956.23958	0	0
42956.25	0	0
42956.26042	0	0
42956.27083	0	0
42956.28125	0	0
42956.29167	0	0
42956.30208	0	0
42956.3125	0	0
42956.32292	0	0
42956.33333	0	0
42956.34375	0	0
42956.35417	0	0
42956.36458	0	0
42956.375	0	0
42956.38542	0	0
42956.39583	0	0
42956.40625	0	0
42956.41667	0	0
42956.42708	0	0
42956.4375	0	0
42956.44792	0	0
42956.45833	0	0
42956.46875	0	0
42956.47917	0	0
42956.48958	0	0
42956.5	0	0
42956.51042	0	0
42956.52083	0	0
42956.53125	0	0
42956.54167	0	0
42956.55208	0	0
42956.5625	0	0
42956.57292	0	0
42956.58333	0	0
42956.59375	0	0
42956.60417	0	0
42956.61458	0	0
42956.625	0	0
42956.63542	0	0
42956.64583	0	0
42956.65625	0	0
42956.66667	0	0
42956.67708	0	0
42956.6875	0	0
42956.69792	0	0
42956.70833	0	0
42956.71875	0	0
42956.72917	0	0
42956.73958	0	0
42956.75	0	0
42956.76042	0	0
42956.77083	0	0
42956.78125	0	0
42956.79167	0	0
42956.80208	0	0
42956.8125	0	0
42956.82292	0	0
42956.83333	0	0
42956.84375	0	0
42956.85417	0	0
42956.86458	0	0
42956.875	0	0
42956.88542	0	0
42956.89583	0	0
42956.90625	0	0
42956.91667	0	0
42956.92708	0	0
42956.9375	0	0
42956.94792	0	0
42956.95833	0	0
42956.96875	0	0
42956.97917	0	0
42956.98958	0	0
42957	0	0
42957.01042	0	0
42957.02083	0	0
42957.03125	0	0
42957.04167	0	0
42957.05208	0	0
42957.0625	0	0
42957.07292	0	0
42957.08333	0	0
42957.09375	0	0
42957.10417	0	0
42957.11458	0	0
42957.125	0	0
42957.13542	0	0
42957.14583	0	0
42957.15625	0	0
42957.16667	0	0
42957.17708	0	0
42957.1875	0	0
42957.19792	0	0
42957.20833	0	0
42957.21875	0	0
42957.22917	0	0
42957.23958	0	0
42957.25	0	0
42957.26042	0	0
42957.27083	0	0
42957.28125	0	0
42957.29167	0	0
42957.30208	0	0
42957.3125	0	0
42957.32292	0	0
42957.33333	0	0
42957.34375	0	0
42957.35417	0	0
42957.36458	0	0
42957.375	0	0
42957.38542	0	0
42957.39583	0	0
42957.40625	0	0
42957.41667	0	0
42957.42708	0	0
42957.4375	0	0
42957.44792	0	0
42957.45833	0	0
42957.46875	0	0
42957.47917	0	0
42957.48958	0	0
42957.5	0	0
42957.51042	0	0
42957.52083	0	0
42957.53125	0	0
42957.54167	0	0
42957.55208	0	0
42957.5625	0	0
42957.57292	0	0
42957.58333	0	0
42957.59375	0	0
42957.60417	0	0
42957.61458	0	0
42957.625	0	0
42957.63542	0	0
42957.64583	0	0
42957.65625	0	0
42957.66667	0	0
42957.67708	0	0
42957.6875	0	0
42957.69792	0	0
42957.70833	0	0
42957.71875	0	0
42957.72917	0	0
42957.73958	0	0
42957.75	0	0
42957.76042	0	0
42957.77083	0	0
42957.78125	0	0
42957.79167	0	0
42957.80208	0	0
42957.8125	0	0
42957.82292	0	0
42957.83333	0	0
42957.84375	0	0
42957.85417	0	0
42957.86458	0	0
42957.875	0	0
42957.88542	0	0
42957.89583	0	0
42957.90625	0	0
42957.91667	0	0
42957.92708	0	0
42957.9375	0	0
42957.94792	0	0
42957.95833	0	0
42957.96875	0	0
42957.97917	0	0
42957.98958	0	0
42958	0	0
42958.01042	0	0
42958.02083	0	0
42958.03125	0	0
42958.04167	0	0
42958.05208	0	0
42958.0625	0	0
42958.07292	0	0
42958.08333	0	0
42958.09375	0	0
42958.10417	0	0
42958.11458	0	0
42958.125	0	0
42958.13542	0	0
42958.14583	0	0
42958.15625	0	0
42958.16667	0	0
42958.17708	0	0
42958.1875	0	0
42958.19792	0	0
42958.20833	0	0
42958.21875	0	0
42958.22917	0	0
42958.23958	0	0
42958.25	0	0
42958.26042	0	0
42958.27083	0	0
42958.28125	0	0
42958.29167	0	0
42958.30208	0	0
42958.3125	0	0
42958.32292	0	0
42958.33333	0	0
42958.34375	0	0
42958.35417	0	0
42958.36458	0	0
42958.375	0	0
42958.38542	0	0
42958.39583	0	0
42958.40625	0	0
42958.41667	0	0
42958.42708	0	0
42958.4375	0	0
42958.44792	0	0
42958.45833	0	0
42958.46875	0	0
42958.47917	0	0
42958.48958	0	0
42958.5	0	0
42958.51042	0	0
42958.52083	0	0
42958.53125	0	0
42958.54167	0	0
42958.55208	0	0
42958.5625	0	0
42958.57292	0	0
42958.58333	0	0
42958.59375	0	0
42958.60417	0	0
42958.61458	0	0
42958.625	0	0
42958.63542	0	0
42958.64583	0	0
42958.65625	0	0
42958.66667	0	0
